data,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_2,Sub_metering_3
17/12/2006 1:06,2.362,0.096,241.35,10.4,28,0
17/12/2006 1:07,3.25,0.084,240.95,13.6,37,0
17/12/2006 1:08,4.618,0.104,239.61,19.6,27,0
17/12/2006 1:09,5.242,0.178,239.49,21.8,37,0
17/12/2006 1:10,4.86,0.198,239.65,20.2,36,0
17/12/2006 1:11,3.738,0.238,240.39,16,36,0
17/12/2006 1:12,3.426,0.256,240.31,14.4,37,0
17/12/2006 1:13,5.254,0.214,238.15,22,35,0
17/12/2006 1:14,5.246,0.23,237.91,22,36,0
17/12/2006 1:15,5.216,0.21,237.44,22,36,0
17/12/2006 1:16,3.858,0.24,238.52,16.6,36,0
17/12/2006 1:17,2.822,0.188,239.55,11.8,36,0
17/12/2006 1:18,3.84,0.164,238.27,16.6,35,0
17/12/2006 1:19,4.636,0.14,237.37,19.4,36,0
17/12/2006 1:20,4.634,0.152,237.17,19.4,35,0
17/12/2006 1:21,4.652,0.142,237.92,19.4,36,0
17/12/2006 1:22,3.13,0.13,239.82,14.6,26,0
17/12/2006 1:23,1.756,0.05,241.18,7.6,24,0
17/12/2006 1:24,3.478,0,239.84,15,36,0
17/12/2006 1:25,4.5,0,239.04,18.8,36,0
17/12/2006 1:26,3.552,0,240.29,14.8,21,0
17/12/2006 1:27,3.94,0,239.19,16.6,28,0
17/12/2006 1:28,2.44,0,240.8,10,37,0
17/12/2006 1:29,2.08,0,241.61,9,28,0
17/12/2006 1:30,3.652,0,240.11,15.2,22,0
17/12/2006 1:31,4.432,0,239.35,18.4,36,0
17/12/2006 1:32,4.46,0,240.08,18.6,36,0
17/12/2006 1:33,2.186,0.124,242.07,10,17,0
17/12/2006 1:34,2.358,0.124,241.54,9.8,33,0
17/12/2006 1:35,3.954,0.098,239.84,16.8,36,0
17/12/2006 1:36,3.746,0.106,240.36,15.6,25,0
17/12/2006 1:37,3.944,0.098,239.79,16.6,25,0
17/12/2006 1:38,3.68,0.102,239.55,15.8,36,0
17/12/2006 1:39,1.67,0.13,242.21,7.2,24,0
17/12/2006 1:40,3.214,0.118,241.92,14.6,26,0
17/12/2006 1:41,4.5,0,240.42,18.6,36,0
17/12/2006 1:42,3.8,0,241.78,15.8,26,0
17/12/2006 1:43,2.664,0,243.31,11.2,23,0
17/12/2006 1:44,2.528,0.122,242.92,10.4,37,0
17/12/2006 1:45,2.668,0.14,241.8,11.6,18,0
17/12/2006 1:46,4.256,0.184,240.29,17.8,30,0
17/12/2006 1:47,4.126,0.244,240.61,17.6,28,0
17/12/2006 1:48,3.216,0.27,242.14,15,31,0
17/12/2006 1:49,0.574,0.302,243.88,2.6,5,0
17/12/2006 1:50,2.344,0.272,241.49,10.8,16,0
17/12/2006 1:51,3.804,0.244,240.34,16.2,23,0
17/12/2006 1:52,4.622,0.24,239.59,19.2,37,0
17/12/2006 1:53,3.218,0.25,240.38,13.8,16,0
17/12/2006 1:54,0.774,0.294,242.43,4.2,5,0
17/12/2006 1:55,0.572,0.3,243.55,2.6,5,0
17/12/2006 1:56,1.952,0.282,242.33,9,5,0
17/12/2006 1:57,2.608,0.188,241.86,10.8,4,0
17/12/2006 1:58,2.6,0.134,242.14,10.6,5,0
17/12/2006 1:59,2.568,0.132,241.97,10.6,5,0
17/12/2006 2:00,1.334,0.148,242.14,7,5,0
17/12/2006 2:01,0.362,0.124,244.33,1.6,3,0
17/12/2006 2:02,1.238,0.1,245.86,6.6,1,0
17/12/2006 2:03,2.448,0.088,244.84,10,2,0
17/12/2006 2:04,2.426,0.082,244.83,9.8,1,0
17/12/2006 2:05,1.794,0.098,245.8,8.4,2,0
17/12/2006 2:06,0.288,0.118,247.65,1.2,1,0
17/12/2006 2:07,0.608,0.12,247.49,3.8,1,0
17/12/2006 2:08,2.426,0.082,244.73,9.8,2,0
17/12/2006 2:09,2.442,0.088,244.9,10,1,0
17/12/2006 2:10,2.428,0.084,244.77,9.8,1,0
17/12/2006 2:11,0.674,0.116,247.47,4.4,2,0
17/12/2006 2:12,0.306,0.128,248.48,1.4,1,0
17/12/2006 2:13,2.09,0.094,247.01,9,2,0
17/12/2006 2:14,2.508,0.134,246.12,10.2,1,0
17/12/2006 2:15,2.228,0.126,246.32,9.4,1,0
17/12/2006 2:16,0.308,0.108,248.01,1.4,0,0
17/12/2006 2:17,0.29,0.102,248.2,1.2,0,0
17/12/2006 2:18,2.442,0.072,245.61,10,1,0
17/12/2006 2:19,2.514,0.156,245.29,10.2,0,0
17/12/2006 2:20,2.506,0.202,243.75,10.2,0,0
17/12/2006 2:21,0.388,0.234,246.17,1.8,0,0
17/12/2006 2:22,0.538,0.242,246.94,3.2,0,0
17/12/2006 2:23,2.496,0.142,245.35,10.2,0,0
17/12/2006 2:24,2.47,0.1,244.97,10,1,0
17/12/2006 2:25,2.448,0.096,244.97,10,0,0
17/12/2006 2:26,0.82,0.126,246.17,5,0,0
17/12/2006 2:27,0.308,0.13,247.3,1.4,0,0
17/12/2006 2:28,2.45,0.102,244.96,10,0,0
17/12/2006 2:29,2.432,0.092,244.2,9.8,0,0
17/12/2006 2:30,2.444,0.098,243.93,10,0,0
17/12/2006 2:31,1.97,0.1,244.35,8.8,0,0
17/12/2006 2:32,0.256,0,246.64,1.2,1,0
17/12/2006 2:33,0.508,0,246.7,3.6,0,0
17/12/2006 2:34,2.37,0,244.7,9.6,0,0
17/12/2006 2:35,2.352,0,245.05,9.6,0,0
17/12/2006 2:36,2.14,0,246.52,9,0,0
17/12/2006 2:37,0.212,0,248.94,0.8,0,0
17/12/2006 2:38,0.992,0,247.33,5.8,1,0
17/12/2006 2:39,2.362,0,245.39,9.6,0,0
17/12/2006 2:40,2.384,0,245.71,9.6,0,0
17/12/2006 2:41,1.928,0,246.1,8.4,0,0
17/12/2006 2:42,0.218,0,249.37,1,0,0
17/12/2006 2:43,0.656,0,249.07,4.4,1,0
17/12/2006 2:44,2.398,0,247.31,9.6,0,0
17/12/2006 2:45,2.412,0,247.26,9.6,0,0
17/12/2006 2:46,1.672,0,245.95,7.8,0,0
17/12/2006 2:47,0.226,0,246.16,1,0,0
17/12/2006 2:48,1.632,0,244.51,7.8,0,0
17/12/2006 2:49,2.352,0,243.91,9.6,1,0
17/12/2006 2:50,2.328,0.046,243.68,9.4,0,0
17/12/2006 2:51,0.732,0,244.57,4.6,0,0
17/12/2006 2:52,0.206,0,245.98,0.8,0,0
17/12/2006 2:53,2.332,0,244.32,9.6,0,0
17/12/2006 2:54,2.39,0,244.51,9.8,0,0
17/12/2006 2:55,2.476,0.1,244.84,10,1,0
17/12/2006 2:56,0.604,0.126,247.15,3.8,0,0
17/12/2006 2:57,0.38,0.178,246.59,1.8,0,0
17/12/2006 2:58,1.774,0.21,244.52,8.4,0,0
17/12/2006 2:59,2.52,0.202,243.43,10.4,0,0
17/12/2006 3:00,2.542,0.214,244.06,10.4,0,0
17/12/2006 3:01,2.228,0.294,245.05,9.8,4,0
17/12/2006 3:02,0.59,0.316,247.12,2.6,4,0
17/12/2006 3:03,1.354,0.316,246.86,7,3,0
17/12/2006 3:04,2.734,0.28,245.41,11.2,4,0
17/12/2006 3:05,2.734,0.288,245.27,11.2,3,0
17/12/2006 3:06,2.002,0.214,245.79,9,4,0
17/12/2006 3:07,0.472,0.144,247.11,2,3,0
17/12/2006 3:08,0.876,0,244.7,5,4,0
17/12/2006 3:09,2.324,0.046,243.24,9.4,0,0
17/12/2006 3:10,2.342,0,243.46,9.6,0,0
17/12/2006 3:11,2.326,0.046,243.57,9.4,0,0
17/12/2006 3:12,0.302,0,246.19,2,0,0
17/12/2006 3:13,0.208,0,247.17,0.8,0,0
17/12/2006 3:14,2.022,0,245.69,8.8,0,0
17/12/2006 3:15,2.356,0,245.08,9.6,0,0
17/12/2006 3:16,2.346,0,243.7,9.6,1,0
17/12/2006 3:17,2.24,0,243.92,9.2,0,0
17/12/2006 3:18,0.224,0,245.54,1,0,0
17/12/2006 3:19,0.424,0,244.88,3.2,0,0
17/12/2006 3:20,2.344,0,243.27,9.6,0,0
17/12/2006 3:21,2.308,0.048,242.65,9.4,0,0
17/12/2006 3:22,2.338,0,243.29,9.6,1,0
17/12/2006 3:23,1.48,0,243.73,7.4,0,0
17/12/2006 3:24,0.222,0,245.29,1,0,0
17/12/2006 3:25,0.82,0,245.38,5.2,0,0
17/12/2006 3:26,2.352,0,243.84,9.6,0,0
17/12/2006 3:27,2.312,0.048,242.8,9.4,0,0
17/12/2006 3:28,2.324,0,242.52,9.6,1,0
17/12/2006 3:29,0.232,0,244.9,1.4,0,0
17/12/2006 3:30,0.342,0.12,244.81,1.6,0,0
17/12/2006 3:31,1.94,0.098,243.8,8.8,0,0
17/12/2006 3:32,2.456,0.098,244.03,10,0,0
17/12/2006 3:33,2.448,0.096,244.73,10,0,0
17/12/2006 3:34,1.838,0.108,244.66,8.4,1,0
17/12/2006 3:35,0.32,0.13,246.4,1.4,0,0
17/12/2006 3:36,1.154,0.116,245.5,6.4,0,0
17/12/2006 3:37,2.442,0.096,243.49,10,0,0
17/12/2006 3:38,2.41,0.09,243.08,9.8,0,0
17/12/2006 3:39,2.282,0.096,243.17,9.6,0,0
17/12/2006 3:40,0.32,0.126,244.44,1.6,0,0
17/12/2006 3:41,0.812,0.224,244.05,4.8,1,0
17/12/2006 3:42,2.446,0.138,242.72,10,0,0
17/12/2006 3:43,2.426,0.066,243.81,9.8,0,0
17/12/2006 3:44,2.41,0.062,244.12,9.8,0,0
17/12/2006 3:45,0.436,0.096,245.64,2.8,0,0
17/12/2006 3:46,0.492,0.088,245.18,3.2,0,0
17/12/2006 3:47,2.424,0.064,243.7,9.8,1,0
17/12/2006 3:48,2.392,0.058,243.41,9.8,0,0
17/12/2006 3:49,2.382,0,243.42,9.8,0,0
17/12/2006 3:50,0.754,0,245.53,4.8,0,0
17/12/2006 3:51,0.412,0,246.54,3,0,0
17/12/2006 3:52,2.354,0,244.63,9.6,0,0
17/12/2006 3:53,2.412,0,244.59,9.8,1,0
17/12/2006 3:54,2.426,0.082,244.42,9.8,2,0
17/12/2006 3:55,1.384,0.1,244.64,7.2,2,0
17/12/2006 3:56,0.292,0.11,245.31,1.2,1,0
17/12/2006 3:57,1.33,0.098,243.78,7,2,0
17/12/2006 3:58,2.396,0.076,242.57,9.8,1,0
17/12/2006 3:59,2.422,0.082,243.16,9.8,2,0
17/12/2006 4:00,2.402,0.076,243.18,9.8,1,0
17/12/2006 4:01,0.43,0.112,245.02,2.6,2,0
17/12/2006 4:02,0.666,0.104,244.9,4.2,2,0
17/12/2006 4:03,2.42,0.08,242.77,9.8,1,0
17/12/2006 4:04,2.39,0.074,242.47,9.8,2,0
17/12/2006 4:05,2.446,0.12,242.14,10,1,0
17/12/2006 4:06,0.978,0.248,245.15,5.6,2,0
17/12/2006 4:07,0.4,0.254,245.86,1.8,1,0
17/12/2006 4:08,2.432,0.222,243.47,10.2,2,0
17/12/2006 4:09,2.5,0.214,243.36,10.2,1,0
17/12/2006 4:10,2.52,0.22,243.54,10.4,2,0
17/12/2006 4:11,0.788,0.246,245.68,4.8,1,0
17/12/2006 4:12,0.402,0.256,245.69,2,2,0
17/12/2006 4:13,2.238,0.216,243.21,9.6,1,0
17/12/2006 4:14,2.512,0.22,243.49,10.2,2,0
17/12/2006 4:15,2.486,0.212,243.2,10.2,1,0
17/12/2006 4:16,1.936,0.23,244.12,8.8,1,0
17/12/2006 4:17,0.376,0.256,246.45,1.8,2,0
17/12/2006 4:18,0.908,0.078,245.71,5.2,1,0
17/12/2006 4:19,2.336,0.046,243.86,9.4,0,0
17/12/2006 4:20,2.346,0,243.5,9.6,0,0
17/12/2006 4:21,2.328,0.046,243.62,9.4,0,0
17/12/2006 4:22,1.708,0,243.73,8,0,0
17/12/2006 4:23,0.206,0,245.17,0.8,0,0
17/12/2006 4:24,0.516,0,245.13,3.6,1,0
17/12/2006 4:25,2.426,0.06,243.67,9.8,0,0
17/12/2006 4:26,2.43,0.066,244,9.8,0,0
17/12/2006 4:27,2.424,0.06,243.6,9.8,0,0
17/12/2006 4:28,2.306,0.064,242.93,9.6,0,0
17/12/2006 4:29,0.288,0.088,245.08,1.2,0,0
17/12/2006 4:30,0.756,0.092,245.69,3.8,0,5
17/12/2006 4:31,3.498,0.05,242.83,14.4,0,19
17/12/2006 4:32,3.522,0.054,242.92,14.4,1,18
17/12/2006 4:33,3.46,0,243.03,14.2,0,19
17/12/2006 4:34,3.434,0.05,242.95,14,0,18
17/12/2006 4:35,1.646,0,245.6,7.4,0,19
17/12/2006 4:36,1.336,0,245.94,5.4,0,18
17/12/2006 4:37,2.874,0,244.16,12.4,1,18
17/12/2006 4:38,3.41,0.056,243.04,14,0,19
17/12/2006 4:39,3.412,0.052,242.49,14,0,18
17/12/2006 4:40,3.386,0.056,242.22,13.8,0,18
17/12/2006 4:41,1.844,0.048,244.07,8.2,0,18
17/12/2006 4:42,1.414,0.106,244.55,5.8,0,18
17/12/2006 4:43,3.352,0.086,242.89,14,1,18
17/12/2006 4:44,3.5,0.08,242.65,14.4,0,18
17/12/2006 4:45,3.516,0.084,242.63,14.4,0,18
17/12/2006 4:46,3.174,0.084,243.15,13.4,0,18
17/12/2006 4:47,1.428,0.114,245.1,5.8,0,19
17/12/2006 4:48,1.994,0.1,244.15,9,0,18
17/12/2006 4:49,3.492,0.082,241.83,14.4,1,18
17/12/2006 4:50,3.46,0.076,241.53,14.2,0,18
17/12/2006 4:51,3.492,0.082,242.06,14.4,0,18
17/12/2006 4:52,3.482,0.08,242.39,14.2,0,18
17/12/2006 4:53,1.492,0.104,245.95,6.2,0,18
17/12/2006 4:54,1.326,0,246.55,5.4,0,19
17/12/2006 4:55,3.282,0.046,243.76,13.6,1,18
17/12/2006 4:56,3.422,0.054,243.58,14,0,18
17/12/2006 4:57,3.424,0.05,242.95,14,0,18
17/12/2006 4:58,3.254,0.054,242.7,13.4,0,18
17/12/2006 4:59,1.32,0,244.27,5.4,0,18
17/12/2006 5:00,2.294,0,243.14,10.4,0,19
17/12/2006 5:01,3.4,0.052,242.01,14,0,17
17/12/2006 5:02,3.402,0.056,242.73,14,0,18
17/12/2006 5:03,3.418,0.05,242.7,14,1,18
17/12/2006 5:04,2.994,0.05,243.77,12.6,0,19
17/12/2006 5:05,1.326,0,244.66,5.4,0,18
17/12/2006 5:06,2.02,0,243.62,9.2,0,18
17/12/2006 5:07,3.378,0.056,241.41,14,0,18
17/12/2006 5:08,3.372,0.054,240.91,14,1,18
17/12/2006 5:09,3.374,0.046,240.82,14,0,17
17/12/2006 5:10,3.426,0.046,240.23,14.2,0,18
17/12/2006 5:11,1.462,0.066,242.12,6.2,0,18
17/12/2006 5:12,1.834,0.07,242.93,8.4,0,18
17/12/2006 5:13,3.462,0.046,242.13,14.2,0,18
17/12/2006 5:14,3.486,0.054,242.49,14.2,1,18
17/12/2006 5:15,2.91,0.056,243.69,12,0,9
17/12/2006 5:16,0.936,0.09,245.93,5.4,0,0
17/12/2006 5:17,0.338,0.152,246.45,1.6,0,0
17/12/2006 5:18,1.926,0.136,244.33,8.8,0,0
17/12/2006 5:19,2.42,0.088,242.87,9.8,0,0
17/12/2006 5:20,2.438,0.094,243.06,10,1,0
17/12/2006 5:21,2.43,0.092,243.67,9.8,0,0
17/12/2006 5:22,2.454,0.098,244.05,10,0,0
17/12/2006 5:23,0.424,0.126,246.26,2.6,0,0
17/12/2006 5:24,0.716,0.128,246.23,4.4,0,0
17/12/2006 5:25,2.462,0.098,245.16,10,0,0
17/12/2006 5:26,2.46,0.1,244.25,10,1,0
17/12/2006 5:27,2.418,0.09,243.19,9.8,0,0
17/12/2006 5:28,1,0.112,243.77,5.8,0,0
17/12/2006 5:29,0.298,0.118,244.73,1.2,0,0
17/12/2006 5:30,1.65,0,243.03,7.8,0,0
17/12/2006 5:31,2.31,0.048,242.67,9.4,0,0
17/12/2006 5:32,2.332,0,242.87,9.6,1,0
17/12/2006 5:33,2.242,0.046,243.03,9.2,0,0
17/12/2006 5:34,0.224,0,244.96,1,0,0
17/12/2006 5:35,0.752,0,244.5,4.8,0,0
17/12/2006 5:36,2.33,0,242.56,9.6,0,0
17/12/2006 5:37,2.322,0,242.61,9.4,0,0
17/12/2006 5:38,2.312,0.048,242.19,9.4,0,0
17/12/2006 5:39,0.76,0,243.74,4.8,1,0
17/12/2006 5:40,0.364,0,244.4,2.6,0,0
17/12/2006 5:41,2.336,0,242.39,9.6,0,0
17/12/2006 5:42,2.312,0.048,242.51,9.4,0,0
17/12/2006 5:43,2.332,0,242.61,9.6,0,0
17/12/2006 5:44,0.856,0,243.82,5.2,0,0
17/12/2006 5:45,0.864,0,243.55,5.4,1,0
17/12/2006 5:46,2.302,0.05,242.22,9.4,0,0
17/12/2006 5:47,2.324,0,242.6,9.6,0,0
17/12/2006 5:48,1.852,0,243.74,8.4,0,0
17/12/2006 5:49,0.226,0,247.08,1,0,0
17/12/2006 5:50,2.184,0,244.99,9.2,0,0
17/12/2006 5:51,2.38,0,245.62,9.6,1,0
17/12/2006 5:52,1.92,0,245.71,8.6,0,0
17/12/2006 5:53,0.254,0,246.97,1.2,0,0
17/12/2006 5:54,2.164,0.098,244.63,9.2,0,0
17/12/2006 5:55,2.554,0.188,244.72,10.4,0,0
17/12/2006 5:56,2.026,0.212,245.14,9,0,0
17/12/2006 5:57,0.414,0.244,246.58,2,1,0
17/12/2006 5:58,2.106,0.206,244.28,9.2,0,0
17/12/2006 5:59,2.522,0.202,243.58,10.4,0,0
17/12/2006 6:00,2.076,0.206,244.36,9.2,0,0
17/12/2006 6:01,0.402,0.238,245.77,1.8,0,0
17/12/2006 6:02,2.118,0.204,243.95,9.2,0,0
17/12/2006 6:03,2.486,0.176,243.01,10.2,1,0
17/12/2006 6:04,1.34,0.2,245.34,7,1,0
17/12/2006 6:05,0.666,0.258,246,4,1,0
17/12/2006 6:06,2.44,0.11,243.7,10,2,0
17/12/2006 6:07,2.426,0.082,243.53,9.8,2,0
17/12/2006 6:08,1.278,0.096,243.92,6.8,1,0
17/12/2006 6:09,0.43,0.106,244.99,2.8,2,0
17/12/2006 6:10,2.426,0.08,243.06,10,1,0
17/12/2006 6:11,2.382,0.072,241.95,9.8,2,0
17/12/2006 6:12,2.406,0.078,242.35,9.8,2,0
17/12/2006 6:13,0.33,0.106,244.82,1.8,1,0
17/12/2006 6:14,1.208,0.098,243.99,6.6,2,0
17/12/2006 6:15,2.406,0.076,242.91,9.8,1,0
17/12/2006 6:16,2.442,0.086,242.84,10,2,0
17/12/2006 6:17,2.426,0.082,243.09,10,1,0
17/12/2006 6:18,2.432,0.084,242.41,10,2,0
17/12/2006 6:19,2.414,0.08,242.63,9.8,1,0
17/12/2006 6:20,0.484,0.116,244.86,2.4,2,0
17/12/2006 6:21,0.312,0.112,245.05,1.4,1,0
17/12/2006 6:22,2.352,0.088,243.36,9.8,2,0
17/12/2006 6:23,2.428,0.084,243.66,9.8,1,0
17/12/2006 6:24,2.582,0.092,244.02,10.6,2,0
17/12/2006 6:25,2.784,0.086,243.85,11.4,1,0
17/12/2006 6:26,2.68,0.09,243.73,11,1,0
17/12/2006 6:27,1.42,0.098,244.93,7,2,0
17/12/2006 6:28,0.908,0.088,244.83,3.8,1,0
17/12/2006 6:29,3.194,0.048,242.05,13.2,0,0
17/12/2006 6:30,3.328,0.094,241.89,13.6,0,0
17/12/2006 6:31,2.67,0.094,242.62,11.6,0,0
17/12/2006 6:32,1.238,0.124,244.76,5,1,0
17/12/2006 6:33,1.12,0.116,244.4,4.6,0,0
17/12/2006 6:34,0.592,0.128,245.39,2.6,0,0
17/12/2006 6:35,0.8,0.122,245.94,3.2,0,0
17/12/2006 6:36,0.82,0.126,245.84,3.4,0,0
17/12/2006 6:37,0.796,0.116,244.5,3.2,0,0
17/12/2006 6:38,0.798,0.116,244.02,3.2,1,0
17/12/2006 6:39,0.694,0.12,244.13,2.8,0,0
17/12/2006 6:40,0.694,0.136,244.35,3,0,0
17/12/2006 6:41,0.758,0.228,244.3,3.2,0,0
17/12/2006 6:42,0.682,0.14,244.14,2.8,0,0
17/12/2006 6:43,0.664,0.09,244.49,2.6,1,0
17/12/2006 6:44,0.642,0.084,244.14,2.6,0,0
17/12/2006 6:45,0.66,0.088,243.94,2.6,0,0
17/12/2006 6:46,0.636,0.082,243.58,2.6,0,0
17/12/2006 6:47,0.66,0.09,244.64,2.6,0,0
17/12/2006 6:48,0.638,0.084,244.26,2.6,0,0
17/12/2006 6:49,0.478,0.092,244.46,2,1,0
17/12/2006 6:50,0.316,0,245.54,1.2,0,0
17/12/2006 6:51,0.33,0,246.01,1.4,0,0
17/12/2006 6:52,0.38,0,245.94,1.6,0,0
17/12/2006 6:53,0.522,0,245.22,2.2,0,0
17/12/2006 6:54,0.422,0,244.45,1.8,0,0
17/12/2006 6:55,0.262,0,243.96,1.2,1,0
17/12/2006 6:56,0.22,0,243.39,1,0,0
17/12/2006 6:57,0.246,0,244.35,1,0,0
17/12/2006 6:58,0.212,0,244.26,0.8,0,0
17/12/2006 6:59,0.242,0,244.62,1,0,0
17/12/2006 7:00,0.222,0,244.67,1,0,0
17/12/2006 7:01,0.24,0,244.23,1,1,0
17/12/2006 7:02,0.216,0,244.87,1,0,0
17/12/2006 7:03,0.228,0,243.64,1,0,0
17/12/2006 7:04,0.21,0,242.49,0.8,0,0
17/12/2006 7:05,0.276,0,242.25,1.4,0,0
17/12/2006 7:06,0.322,0.104,242.08,1.4,0,0
17/12/2006 7:07,0.336,0.108,241.89,1.4,0,0
17/12/2006 7:08,0.318,0.108,242.08,1.4,0,0
17/12/2006 7:09,0.314,0.11,242.57,1.4,1,0
17/12/2006 7:10,0.328,0.114,243.04,1.4,0,0
17/12/2006 7:11,0.308,0.108,242.59,1.4,0,0
17/12/2006 7:12,0.326,0.112,242.55,1.4,0,0
17/12/2006 7:13,0.304,0.108,242.8,1.4,0,0
17/12/2006 7:14,2.206,0.086,240.97,9.4,1,0
17/12/2006 7:15,2.338,0.072,239.16,9.6,0,0
17/12/2006 7:16,2.362,0.076,239.21,9.8,0,0
17/12/2006 7:17,2.356,0.074,239.79,9.8,0,0
17/12/2006 7:18,2.324,0,239.78,9.6,0,0
17/12/2006 7:19,2.264,0.056,239.92,9.4,0,0
17/12/2006 7:20,2.28,0.052,240.03,9.4,1,0
17/12/2006 7:21,2.258,0.056,239.9,9.4,0,0
17/12/2006 7:22,2.306,0.048,241.23,9.4,0,0
17/12/2006 7:23,2.288,0.054,241.35,9.4,0,0
17/12/2006 7:24,2.3,0.048,241.01,9.4,0,0
17/12/2006 7:25,2.346,0,241.57,9.6,0,0
17/12/2006 7:26,2.378,0.054,241.27,9.8,1,0
17/12/2006 7:27,2.346,0.048,240.92,9.6,0,0
17/12/2006 7:28,2.35,0.05,240.04,9.8,0,0
17/12/2006 7:29,2.326,0,239.39,9.6,0,0
17/12/2006 7:30,2.336,0.048,238.93,9.6,0,0
17/12/2006 7:31,2.326,0,239.46,9.6,0,0
17/12/2006 7:32,0.504,0.08,242.27,3.2,1,0
17/12/2006 7:33,0.268,0.076,242.22,1.2,0,0
17/12/2006 7:34,1.734,0,242.55,8,0,0
17/12/2006 7:35,2.318,0.05,242.88,9.4,0,0
17/12/2006 7:36,2.322,0.046,242.18,9.6,0,0
17/12/2006 7:37,2.302,0.052,242.16,9.4,0,0
17/12/2006 7:38,2.318,0.046,241.97,9.4,1,0
17/12/2006 7:39,2.302,0.05,241.71,9.4,0,0
17/12/2006 7:40,2.29,0.052,241.53,9.4,0,0
17/12/2006 7:41,2.376,0,241.3,9.8,0,0
17/12/2006 7:42,0.368,0.114,244.31,2,0,0
17/12/2006 7:43,0.332,0.124,244.83,1.4,0,0
17/12/2006 7:44,1.734,0.096,243.37,8.2,0,0
17/12/2006 7:45,2.416,0.088,242.04,10,1,0
17/12/2006 7:46,2.4,0.084,242.24,9.8,0,0
17/12/2006 7:47,2.418,0.088,242.1,10,0,0
17/12/2006 7:48,2.388,0.082,241.56,9.8,0,0
17/12/2006 7:49,2.406,0.086,241.57,9.8,0,0
17/12/2006 7:50,2.378,0.08,241.33,9.8,0,0
17/12/2006 7:51,1.164,0.108,243.28,6.4,1,0
17/12/2006 7:52,0.3,0.118,244.95,1.2,0,0
17/12/2006 7:53,0.7,0.12,244.83,4.4,0,0
17/12/2006 7:54,2.376,0,242.85,9.8,0,0
17/12/2006 7:55,2.32,0.046,242.06,9.6,0,0
17/12/2006 7:56,2.278,0.054,241.04,9.4,0,0
17/12/2006 7:57,2.28,0.05,240.31,9.4,1,0
17/12/2006 7:58,2.278,0.054,240.95,9.4,0,0
17/12/2006 7:59,2.294,0.05,240.67,9.4,0,0
17/12/2006 8:00,2.28,0.056,240.9,9.4,0,0
17/12/2006 8:01,2.3,0.05,240.97,9.4,0,0
17/12/2006 8:02,0.21,0,243.21,1.2,0,0
17/12/2006 8:03,0.216,0,243.6,1,1,0
17/12/2006 8:04,2.256,0.052,241.99,9.4,0,0
17/12/2006 8:05,2.312,0.048,241.62,9.4,0,0
17/12/2006 8:06,2.288,0.052,241.37,9.4,0,0
17/12/2006 8:07,2.308,0.048,241.44,9.4,0,0
17/12/2006 8:08,2.272,0.054,240.62,9.4,0,0
17/12/2006 8:09,2.354,0,241.27,9.6,1,0
17/12/2006 8:10,0.616,0.084,243.88,4,0,0
17/12/2006 8:11,0.282,0.082,243.68,1.2,0,0
17/12/2006 8:12,1.78,0.06,241.11,8.4,0,0
17/12/2006 8:13,2.348,0.048,240.67,9.6,0,0
17/12/2006 8:14,2.368,0.054,241.1,9.8,1,0
17/12/2006 8:15,2.362,0.052,241.84,9.6,0,0
17/12/2006 8:16,2.378,0.056,241.48,9.8,0,0
17/12/2006 8:17,2.43,0.134,240.97,10,0,0
17/12/2006 8:18,2.512,0.256,239.37,10.4,2,0
17/12/2006 8:19,0.616,0.226,241.48,3.8,1,0
17/12/2006 8:20,0.398,0.234,241.86,1.8,2,0
17/12/2006 8:21,1.528,0.212,241.11,7.6,1,0
17/12/2006 8:22,2.484,0.208,241.06,10.2,2,0
17/12/2006 8:23,2.462,0.202,241.06,10.2,1,0
17/12/2006 8:24,2.502,0.214,242.36,10.2,2,0
17/12/2006 8:25,2.484,0.21,242.66,10.2,1,0
17/12/2006 8:26,2.486,0.212,242.06,10.2,2,0
17/12/2006 8:27,2.04,0.214,242.4,9,2,0
17/12/2006 8:28,0.402,0.246,244.02,2,1,0
17/12/2006 8:29,0.38,0.24,243.78,1.8,2,0
17/12/2006 8:30,1.876,0.196,241.39,8.6,1,0
17/12/2006 8:31,2.36,0.068,241.03,9.8,2,0
17/12/2006 8:32,2.364,0.07,240.69,9.8,1,0
17/12/2006 8:33,2.336,0.064,240.11,9.6,2,0
17/12/2006 8:34,2.352,0.068,239.68,9.8,1,0
17/12/2006 8:35,2.34,0.064,240.17,9.6,2,0
17/12/2006 8:36,2.36,0.07,240.34,9.8,1,0
17/12/2006 8:37,0.914,0.088,242.65,5.4,1,0
17/12/2006 8:38,0.29,0.104,243.51,1.2,2,0
17/12/2006 8:39,1.058,0.09,243.08,6,1,0
17/12/2006 8:40,2.374,0.07,241.42,9.8,2,0
17/12/2006 8:41,2.388,0.076,241.94,9.8,1,0
17/12/2006 8:42,2.358,0,242.68,9.6,1,0
17/12/2006 8:43,2.294,0.05,241.02,9.4,1,0
17/12/2006 8:44,2.278,0.054,241.32,9.4,0,0
17/12/2006 8:45,2.28,0.05,240.08,9.4,0,0
17/12/2006 8:46,0.268,0,241.7,1.8,0,0
17/12/2006 8:47,0.222,0,242.47,1,0,0
17/12/2006 8:48,1.622,0.046,241.27,7.8,0,0
